z,H,dH_dz,S_rel,dlnS_dlna,Omega_m,Omega_r,Omega_geom,Delta_H,w_geom,H_p16,H_p50,H_p84,dH_dz_p16,dH_dz_p50,dH_dz_p84,S_rel_p16,S_rel_p50,S_rel_p84,dlnS_dlna_p16,dlnS_dlna_p50,dlnS_dlna_p84,Omega_m_p16,Omega_m_p50,Omega_m_p84,Omega_geom_p16,Omega_geom_p50,Omega_geom_p84,Delta_H_p16,Delta_H_p50,Delta_H_p84,w_geom_p16,w_geom_p50,w_geom_p84,reconstruction,H0_anchor_sigma
0.0,67.36,13.397001637105502,1.0,0.39777320775253866,0.3153,9.22e-05,0.6846078,-0.5484955922474614,-1.2670607376697829,66.84268169526672,67.33457478792057,67.88295027254823,-873.3351850152977,77.05650616711151,933.2931542147217,0.9846519356350832,1.0007553339326276,1.01553857934388,-25.955955487914775,2.283089717608762,27.853098794674246,0.3104607553057418,0.31553815678895747,0.32019931406712543,0.679707053275859,0.6843695735692539,0.6894484597857926,-26.895257683885443,1.3407967872118218,26.905801814805894,-14.106179083076377,-0.34843147314379624,12.077788980194104,spline_planck_anchor,0.54
0.008972602739726028,67.48168483725783,13.891461396732298,0.9963967964101101,0.41540468336323694,0.3226966184718045,9.520959954522365e-05,0.6772081719286502,-0.5530660104503573,-1.2722284586314903,59.59498968295213,67.95790294297444,75.48434602123668,-842.4153550160645,76.38698902625774,897.9366867236554,0.7963250737290992,0.9824811705548859,1.277569921562289,-28.521888382974257,2.270208110670226,23.986040453984174,0.2579006771424052,0.3181898542754738,0.4137583491183292,0.5861195740935266,0.6817162658172982,0.7420232308913713,-29.762277462227292,1.3135043525787422,23.214881092318787,-17.927889731378492,-0.35681196899688183,9.424471021323066,spline_planck_anchor,0.54
0.017945205479452057,67.61224285650353,15.374840675612692,0.9925524632468695,0.46295595855226024,0.3301038927706411,9.826118500139899e-05,0.6697978460443574,-0.5277487644996687,-1.2626408189756597,52.478427593033906,68.60765109154599,83.2300847286708,-752.5566079626615,76.32469107922842,795.2296069644202,0.6550034039848587,0.9639601253670189,1.6475688498156413,-29.409423207661444,2.256274086631861,19.503925677110523,0.21784155643130398,0.32059463015022827,0.5479497669600957,0.4518871262283765,0.6793099392627548,0.7820935992274257,-31.077766481819218,1.3014078510872786,18.841702964579934,-17.057934753127302,0.21378334267437538,7.245769017498761,spline_planck_anchor,0.54
0.026917808219178087,67.76054723972483,17.84713947374668,0.9882125102189602,0.5409503346105604,0.337428198973802,0.00010132672580172623,0.6624704743003963,-0.4717395692140525,-1.237363820987511,46.195096279807565,69.21956804694061,89.64231319381075,-597.4168161899241,65.4153736019048,626.777080277675,0.5646483290824744,0.9469922187626445,2.1262413921306798,-26.584521619993986,1.9380866427271937,14.427823222395814,0.19280090746235368,0.3233534037617904,0.726011658536115,0.2737703265366291,0.6765494960498446,0.8071411961177734,-28.772280072986575,0.9704582679525198,13.862109560399801,-12.675853451439231,0.42633702593981004,4.95705504954533,spline_planck_anchor,0.54
0.03589041095890411,67.9354711689096,21.308357791134263,0.983130055797171,0.6498261697261656,0.34456914307042164,0.00010437515802851137,0.6553264817715498,-0.38429876011721337,-1.195474454747266,41.506279376474225,69.64115971175048,94.22567441066744,-384.5946514440246,53.11750310056732,397.8795804123252,0.5110526610501464,0.9355611834084294,2.6337622273518693,-19.044823631027153,1.5030936768620542,8.925551102773163,0.17911463131815514,0.32789712139926597,0.9230855962327603,0.07663478730442437,0.6720035536479592,0.8208311121753497,-21.91660932762068,0.5903762536176119,8.406752697960764,-7.876510530782214,0.07906253544833142,2.677872363331691,spline_planck_anchor,0.54
0.04486301369863014,68.14588782604568,25.758495627775442,0.9770681327379923,0.7898965067028958,0.3514203348665636,0.00010737253205546907,0.6484722926013808,-0.2647939880250168,-1.1361116946430005,39.514483165737495,70.21830949291179,96.54891353471413,-148.01119572816333,21.21146794111928,182.55399538556105,0.48675458834414553,0.9202449054355927,2.905973150380322,-6.329310302754879,0.6213215574384838,4.591150627695226,0.1750701457782634,0.3309828270841223,1.0451861271518332,-0.04550547202123065,0.6689160448345322,0.8248763635071293,-9.010747412579816,-0.48821463349276584,3.8080689826650165,-3.6845590740564256,-0.7549644868541137,0.8588800358875921,spline_planck_anchor,0.54
0.053835616438356174,68.40067039312089,31.197552983670217,0.9698028152171498,0.9613090717081877,0.3578706055614877,0.00011028230909613946,0.6420191121294161,-0.11274387421265991,-1.0585360944778923,39.87344733433657,70.27519428258785,95.61909416474614,-296.1652756801277,0.927402619386444,362.552035365594,0.49626648502927245,0.9187561153183099,2.853893841101063,-7.2875720230868195,0.02559763937917429,16.576111603095896,0.1831291729933061,0.33903366972456406,1.0531261624502,-0.05345069646657276,0.6608618528040329,0.8168143934585156,-8.213405819608452,-1.3163620746900495,12.621388462015814,-4.917063461441139,-2.1754142862239867,2.981786720442211,spline_planck_anchor,0.54
0.0628082191780822,68.70869205212301,37.62552985881858,0.9611270369315099,1.1640076732808984,0.36380568235161126,0.00011306581895807116,0.6360812518294306,0.07213836295023243,-0.962196463243883,44.04965743891865,70.40667346051487,91.70828902202699,-687.2260393086349,-12.187114568632271,765.4814657708163,0.5394945653807535,0.9153294844498434,2.338402570629764,-16.744724144285897,-0.40689346034667206,34.028284088309405,0.20420941347144445,0.34647039867899754,0.8851318401537651,0.11459307300386895,0.6534219230705745,0.7957271210421898,-17.6159626194983,-1.7523343219266652,30.897664361440846,-9.482861236902817,-3.7870392021055896,9.60889252167205,spline_planck_anchor,0.54
0.07178082191780823,69.07807896563315,43.783985867982146,0.9508754920023531,1.358660723144025,0.3691182937895319,0.00011568538644308194,0.630766020824025,0.25084310022965695,-0.8674399635002751,51.620657919658214,69.7352016513491,85.6514629837872,-1145.3742987372536,-40.09736692173526,1247.5439906606978,0.6184933207348149,0.9330396315229366,1.702775150515557,-30.67438820018649,-1.4837844795384711,48.53067068069264,0.24009158001234046,0.3621946298148019,0.6609965905651509,0.3387962464540278,0.6376918547446937,0.7598331728712668,-31.50015441153623,-2.4276329581272638,46.734755294496445,-16.678161427300054,-4.465591338386174,21.007979644349376,spline_planck_anchor,0.54
0.08075342465753425,69.35546624475752,7.561708060750151,0.943284646637171,0.235665401024795,0.37544523569711286,0.00011865339478573774,0.6244361109081014,-0.8911449196456864,-1.475706483592969,57.37204100745687,68.87095788594397,80.61005713088711,-1220.2399896482768,-66.26243086947039,1227.8306874590278,0.6982737437931663,0.9566033932055202,1.3784898376355688,-36.899928216386044,-2.23898725759231,40.63645219297077,0.277926234943131,0.3807463502253422,0.5486651816524609,0.4511614215902652,0.6191333210483587,0.7219859309651279,-38.00551923431306,-3.2683234304225444,38.96906011976492,-22.41172451726533,-2.813446525303205,22.33112224285914,spline_planck_anchor,0.54
