z,H,dH_dz,S_rel,dlnS_dlna,Omega_m,Omega_r,Omega_geom,Delta_H,w_geom
0.7806164383561645,105.77014173403863,64.37221627098485,0.40558135737036494,2.167383433289783,0.7219599235488601,0.0003759156608006451,0.2776641607903393,-1.691355389077387e-17,-1.0
0.7895890410958905,106.3490601301881,64.66887063557375,0.4011777559141008,2.176431123092163,0.7249711933666787,0.0003793857480317155,0.2746494208852896,1.6805133673525319e-16,-0.9999999999999998
0.7985616438356166,106.93063315964241,64.96393814614603,0.3968257815010988,2.1853727772794285,0.7279471216935798,0.0003828530496722991,0.27167002525674794,1.5612511283791264e-16,-0.9999999999999998
0.8075342465753426,107.51484664039452,65.25743133896026,0.39252495947569027,2.1942093706041277,0.7308880335889066,0.00038631745935184953,0.2687256489517415,2.6085904270001237e-16,-0.9999999999999997
0.8165068493150686,108.10168650313467,65.54936279670635,0.38827481195810903,2.2029418844451176,0.7337942563146639,0.0003897788752813573,0.26581596481005476,4.3368086899420177e-16,-0.9999999999999994
0.8254794520547946,108.69113879163062,65.83974514042767,0.38407485825234056,2.211571305969792,0.7366661190564198,0.0003932372001332618,0.26294064374344694,-3.3306690738754696e-16,-1.0000000000000004
0.8344520547945207,109.28318966303662,66.12859102178238,0.37992461523757837,2.2200986273299885,0.7395039526554322,0.0003966923409229902,0.2600993550036448,-7.589415207398531e-18,-1.0
0.8434246575342467,109.87782538813491,66.41591311563418,0.37582359774368046,2.2285248448907335,0.7423080893517218,0.00040014420889218107,0.25729176643938606,-2.5630539357557325e-16,-1.0000000000000002
0.8523972602739727,110.47503235151157,66.70172411296382,0.371771318911031,2.236850958491056,0.7450788625378273,0.0004035927193936492,0.25451754474277904,-6.071532165918825e-16,-1.0000000000000009
0.8613698630136988,111.07479705167086,66.9860367140912,0.3677672905351983,2.245077970735989,0.747816606522959,0.00040703779177813336,0.25177635568526285,-1.8735013540549517e-16,-1.0000000000000002
0.8703424657534248,111.67710610108932,67.26886362219946,0.36381102339679944,2.2532068863189885,0.7505216563072858,0.0004104793492828741,0.24906786434343128,-5.644356509959536e-16,-1.0000000000000007
0.8793150684931508,112.2819462262139,67.55021753715174,0.35990202757696077,2.2612387113739145,0.7531943473660756,0.00041391731892205324,0.24639173531500236,-4.917941054394248e-16,-1.0000000000000007
0.8882876712328768,112.88930426740525,67.83011114959153,0.35603981275878027,2.2691744528557782,0.7558350154434206,0.00041735163137912595,0.2437476329252003,-2.168404344971009e-19,-1.0
0.8972602739726029,113.49916717882962,68.10855713531808,0.35222388851518277,2.277015117949427,0.7584439963552744,0.00042078222090107485,0.24113522142382454,-1.8691645453650096e-16,-1.0000000000000002
0.9062328767123289,114.11152202830147,68.38556814992809,0.34845376458356386,2.284761713505379,0.7610216258015338,0.00042420902519460155,0.23855416517327163,-9.848892534858322e-16,-1.0000000000000013
0.9152054794520549,114.7263559970791,68.66115682371507,0.34472895112760993,2.2924152455019824,0.7635682391868951,0.0004276319853242776,0.23600412882778063,-1.0842021724855044e-16,-1.0000000000000002
0.9241780821917809,115.34365637961565,68.93533575681793,0.3410489589866816,2.299976718533126,0.7660841714502252,0.0004310510456126626,0.2334847775041621,-3.1073234263434557e-16,-1.0000000000000004
0.933150684931507,115.96341058326779,69.20811751461105,0.337413299913141,2.307447135320715,0.7685697569021818,0.0004344661535424019,0.23099577694427584,-1.3660947373317356e-16,-1.0000000000000002
0.942123287671233,116.58560612796373,69.47951462332715,0.3338214867980007,2.314827496251135,0.7710253290708313,0.0004378772596603095,0.22853679366950838,-1.6328084717631697e-16,-1.0000000000000002
0.951095890410959,117.21023064583348,69.74953956590564,0.3302730338852615,2.32211879893494,0.773451220555002,0.00044128431748343316,0.22610749512751452,1.481020167615199e-16,-0.9999999999999998
0.960068493150685,117.83727188080248,70.01820477805842,0.3267674569753092,2.3293220377890242,0.7758477628851319,0.00044468728340710695,0.223707549831461,-1.2880321809127793e-16,-1.0000000000000002
