z,H,dH_dz,S_rel,dlnS_dlna,Omega_m,Omega_r,Omega_geom,Delta_H,w_geom,H_p16,H_p50,H_p84,dH_dz_p16,dH_dz_p50,dH_dz_p84,S_rel_p16,S_rel_p50,S_rel_p84,dlnS_dlna_p16,dlnS_dlna_p50,dlnS_dlna_p84,Omega_m_p16,Omega_m_p50,Omega_m_p84,Omega_geom_p16,Omega_geom_p50,Omega_geom_p84,Delta_H_p16,Delta_H_p50,Delta_H_p84,w_geom_p16,w_geom_p50,w_geom_p84,reconstruction,H0_anchor_sigma,gp_length_scale
0.655,100.7437441351513,60.99301202207895,0.4470622322483092,2.0039643307503336,0.6389780613554319,0.00030923660437769335,0.3607127020401904,0.08579320026652719,-0.9207188067943629,96.95850261376279,100.41774685077719,104.13902477968927,49.49997139855417,59.41803070921493,70.28559481542491,0.41838600105832624,0.44996989584306113,0.4826500691099815,1.6409594267480836,1.9726226956660686,2.2926579086736587,0.5979916364440603,0.6431339329832022,0.6898431207708613,0.3098230262267868,0.35655481915771814,0.40171896253533507,-0.3475552821543246,0.0338884255628009,0.4213029812342663,-1.3457544612660315,-0.9711035561854013,-0.6383795706516624,gp_planck_anchor,0.54,0.65
0.6639726027397261,101.29231702315907,61.28438156613326,0.4422329987560204,2.0134899644674524,0.6424119791496155,0.00031258400577373184,0.3572754368446108,0.08500369099551114,-0.9206926624583658,97.48770040463779,100.92629729569819,104.71582242090551,50.009756464554386,60.05377759187246,70.71114639135953,0.41378957328698723,0.4454464270515762,0.477424398426631,1.647627682581678,1.9850705737864178,2.3108121312530376,0.6010934947742849,0.6470799818473116,0.6935329420244699,0.3061295995964989,0.35260516279608434,0.3986140259156471,-0.33483871011055105,0.030096119750775516,0.4233317605565359,-1.3455122993307604,-0.9716406155412236,-0.6297730998720948,gp_planck_anchor,0.54,0.65
0.6729452054794521,101.8435062142758,61.576171990152574,0.4374591168478483,2.0229775178000318,0.645812716647049,0.0003159331948912331,0.35387135015805976,0.08427563507932001,-0.9206155617084405,98.03970874037476,101.56708035223947,105.30047380848747,50.19095260817287,60.64055920763312,71.22070296078523,0.40920745375781253,0.43984360993841304,0.4720631874675928,1.666667765584241,1.9953135858565356,2.3299154343378414,0.6041053145441023,0.6493328992226,0.6968980592386317,0.3027610164892173,0.3503494455003957,0.3955991556263434,-0.33192793577342483,0.03261619548712519,0.42990005384021673,-1.3557595598661945,-0.9692598482583967,-0.6212789343649097,gp_planck_anchor,0.54,0.65
0.6819178082191781,102.39731504789214,61.868285168321016,0.432739977946943,2.032423809939021,0.6491802459749731,0.00031928389684946385,0.35050047012817737,0.08360593642670354,-0.9204889925957123,98.54473470718524,102.11790494996352,105.94060199678682,50.772269571719356,61.17082669499967,71.78951841012409,0.4042772419450542,0.43511133332894414,0.4672370992194289,1.6879667430664833,2.006297523035978,2.3427611284843315,0.606481519486864,0.6527376641674987,0.7009315303821805,0.2987237330799587,0.34694130230394293,0.3932201969715317,-0.3329980451187174,0.03204306792836784,0.4418000465317658,-1.3508490029877018,-0.9689672528970473,-0.6122354194839673,gp_planck_anchor,0.54,0.65
0.6908904109589041,102.95374596400605,62.16061879543104,0.42807498581357617,2.0418255455651484,0.6525145579849816,0.0003226358457334214,0.34716280616928497,0.08299132822726993,-0.9203146892922995,99.06780143991323,102.64666815978845,106.5876270932734,51.1346214536144,61.54419538224485,72.30987177832976,0.39938392919465804,0.4306401002403806,0.46231622762228425,1.7003128745432825,2.0192868922460105,2.3532027196419905,0.6087807899577872,0.656424561049529,0.704708471444331,0.2949430854276228,0.3432508698035873,0.39091819835959096,-0.32210827093570604,0.031339045538913084,0.4481750277176376,-1.361673070014513,-0.9675549208190626,-0.6006229626196276,gp_planck_anchor,0.54,0.65
0.6998630136986302,103.51280046692918,62.45306665732797,0.423463556269354,2.0511793251456676,0.6558156625198698,0.0003259887849721186,0.3438583486951581,0.08242838244616967,-0.9200946331932308,99.60631261956546,103.23536368917789,107.20788077941101,51.54264738915551,61.894292805659276,72.9025932241434,0.39477599549984094,0.4257427489861588,0.4573307801396238,1.7117494362122154,2.037642893474941,2.3638442298399687,0.6113873961588081,0.6593454356478106,0.7082656444164515,0.2913822952866449,0.3403268210094674,0.38830869918350913,-0.3189889711699135,0.03367267439439171,0.46176345939740854,-1.3603894595821096,-0.9657555963172783,-0.591997802474379,gp_planck_anchor,0.54,0.65
0.7088356164383562,104.07447909145895,62.74551890988226,0.41890511690031196,2.060481655466917,0.6590835886377353,0.0003293424676997092,0.34058706889456497,0.08191351968291222,-0.9198310533350773,100.14630108139681,103.76490569173136,107.79319912794419,51.86973073814021,62.214333355598825,73.39534301298085,0.3905003720354339,0.4214083781002184,0.4524122264420307,1.7238765509642648,2.0526564447221114,2.371089176677639,0.614393035993237,0.6630220900032475,0.7118019372820396,0.28784237701954635,0.3366465994694908,0.38529995329962374,-0.3130477306655672,0.039107413461959034,0.4686803447459425,-1.3610796962477347,-0.9620810548871104,-0.5823067701776621,gp_planck_anchor,0.54,0.65
0.7178082191780822,104.63878137158963,63.03786236582037,0.4143991067411558,2.069728960372312,0.6623183847923576,0.0003326966570981784,0.3373489185505442,0.08144301936684627,-0.9195264261141699,100.68359709371792,104.29050035795183,108.3496045999218,52.2248743682949,62.649289535820046,73.93634370665303,0.3864999977762099,0.41717152782908434,0.4475965732232272,1.7369121094428954,2.06370270267635,2.382111543178491,0.6177282964301478,0.6667494403304866,0.7153766371436054,0.2842640139069939,0.33291563719866946,0.38196140546559276,-0.31198667347490183,0.041388937538037754,0.4671195211099156,-1.3602093933808295,-0.9540124617834724,-0.574124566145009,gp_planck_anchor,0.54,0.65
0.7267808219178084,105.20570581182913,63.3299807887298,0.40994497594285545,2.0789175916750695,0.665520118969055,0.0003360511267203924,0.33414382990422453,0.08101303026102268,-0.9191834742898556,101.12092916753642,104.89273495967164,108.97731234375972,52.4714154398224,62.959975489557635,74.40521515716391,0.382060355682814,0.41239495076665666,0.4437333625084529,1.7502360727888326,2.0688618401318513,2.392071253728866,0.6202511758622694,0.669497500402886,0.7203734587256652,0.27926279222218103,0.3301644401111057,0.3794356313422655,-0.312250478866698,0.052420021141567213,0.4751056080013034,-1.3531699647233748,-0.9428184091900506,-0.5615408773838022,gp_planck_anchor,0.54,0.65
0.7357534246575343,105.77524986118412,63.621755193538725,0.40554218542571857,2.0880438402146995,0.6686888787753837,0.0003394056607923648,0.3309717155638239,0.08061958124537855,-0.918805165261086,101.62133102552035,105.41247940668832,109.6157852003284,52.85217324164911,63.424352715312395,74.92654714377615,0.37762259649781327,0.4083382954943947,0.4393740460733123,1.7601040792375318,2.0840372796452833,2.4045528955032878,0.6226529316236163,0.6732993182658965,0.7244734303617396,0.2751588494754714,0.32635893595773346,0.37703102912941866,-0.31544079215986875,0.057206464219683284,0.4760994792668875,-1.353387596769474,-0.9387580716722728,-0.5523636392593789,gp_planck_anchor,0.54,0.65
